uniprot_id	bulk_abundance	new_single_cell_F1	new_single_cell_F3	new_single_cell_F5	new_single_cell_F7	new_single_cell_F9	new_single_cell_F11	new_single_cell_F13	new_single_cell_F15	new_single_cell_F17	new_single_cell_F19	old_single_cell_F3	old_single_cell_F4	old_single_cell_F5	query_id	score
H0YIL2	58246.0304572669	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIL2	1.0
H0YIM6	886.072666340546	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIM6	1.0
H0YIN6	57884.5713889945	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIN6	3.0
H0YIP0	622798.644180001	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIP0	1.0
H0YIS4	5546.64057184966	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIS4	1.0
H0YIU5	32287.3594440505	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIU5	1.0
H0YIV7	139262.219234965	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIV7	1.0
H0YIV9	195402.139521578	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIV9	2.0
H0YIW2	251081.707858321	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIW2	1.0
H0YIX0	116336.692131453	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIX0	1.0
H0YIX7	4652.20171739597	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YIX7	1.0
H0YJ03	6907.58100779522	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJ03	1.0
H0YJ05	116820.061678816	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJ05	2.0
H0YJ17	141040.328641337	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJ17	1.0
H0YJ21	854470.762951942	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJ21	0.0
H0YJ34	855.50655483915	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJ34	2.0
H0YJ49	1258.14187899396	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJ49	1.0
H0YJ92	3636.73725027203	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJ92	2.0
H0YJA2	11130.7347079126	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJA2	3.0
H0YJA8	317919.056580033	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJA8	1.0
H0YJC0	3673.0906640168	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJC0	1.0
H0YJE4	126395.382236106	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJE4	1.0
H0YJE6	455.415995724577	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJE6	1.0
H0YJF3	4665.9769798003	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJF3	1.0
H0YJG4	21679.6996391773	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJG4	2.0
H0YJH6	148170.029464944	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJH6	2.0
H0YJH7	12775.3420488222	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJH7	1.0
H0YJH9	563752.752209836	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJH9	1.0
H0YJJ9	299124.072812877	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJJ9	2.0
H0YJK1	368517.490270089	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJK1	1.0
H0YJM8	1701403.26272477	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJM8	1.0
H0YJP0	987.064715139122	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJP0	3.0
H0YJT2	5897.58250887219	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJT2	1.0
H0YJV7	186874.119650241	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJV7	1.0
H0YJX6	287.455266297403	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJX6	1.0
H0YJY2	1181.00898880192	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YJY2	1.0
H0YK42	544596.356695886	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YK42	2.0
H0YK49	1666013.70657853	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YK49	2.0
H0YK64	1974.34245196368	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YK64	2.0
H0YK75	135815.334010315	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YK75	1.0
H0YKA7	1841.2351674977	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKA7	2.0
H0YKB3	1525094.75703804	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKB3	1.0
H0YKC5	594.429455269283	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKC5	3.0
H0YKD8	8522943.9667386	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKD8	2.0
H0YKH0	3799.28464227483	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKH0	2.0
H0YKI0	35350.7037204981	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKI0	2.0
H0YKJ9	12165.3757152448	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKJ9	1.0
H0YKK0	1504890.52412413	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKK0	2.0
H0YKK6	1789703.42370897	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKK6	1.0
H0YKL9	882.6629400145	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKL9	2.0
H0YKS4	24482.0921340093	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKS4	2.0
H0YKT5	4322.52224572258	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKT5	2.0
H0YKT8	1379.61724976583	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKT8	3.0
H0YKU1	876797.832520623	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKU1	1.0
H0YKX0	12810.4438849998	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKX0	2.0
H0YKX1	204643.704915213	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKX1	1.0
H0YKX3	202042.716398449	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKX3	2.0
H0YKX5	20256.8915681398	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKX5	1.0
H0YKZ7	79416.4657519009	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YKZ7	2.0
H0YL11	295407.846231402	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL11	2.0
H0YL14	10986.8747235783	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL14	5.0
H0YL18	5302009.23374216	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL18	0.0
H0YL33	3714.00444356147	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL33	2.0
H0YL53	206807.359079601	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL53	2.0
H0YL55	166417.229877905	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL55	2.0
H0YL69	2713544.56850709	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL69	3.0
H0YL70	91610.0380240749	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL70	2.0
H0YL72	834438.107818409	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL72	2.0
H0YL99	166353.931484798	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YL99	1.0
H0YLA2	4249739.02522236	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLA2	2.0
H0YLB0	7241.45981864612	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLB0	2.0
H0YLC0	61531.7924994622	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLC0	1.0
H0YLF3	13525.4468063343	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLF3	1.0
H0YLG5	228035.338367967	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLG5	2.0
H0YLH3	99044.7220144711	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLH3	2.0
H0YLI4	625963.563835357	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLI4	2.0
H0YLM1	48200.5754711722	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLM1	1.0
H0YLM8	704.354881267488	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLM8	1.0
H0YLP3	1218896.87526756	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLP3	1.0
H0YLR5	74893.5078444307	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLR5	0.0
H0YLT6	1309.18340143576	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLT6	0.0
H0YLW0	186016.714143609	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLW0	2.0
H0YLY0	992.482306116833	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YLY0	2.0
H0YM23	58401.3992403478	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YM23	2.0
H0YM31	2790.42334413534	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YM31	2.0
H0YM42	12466.9062424095	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YM42	1.0
H0YM48	234744.968037319	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YM48	2.0
H0YM51	243.022082759282	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YM51	2.0
H0YM70	2502.28770493602	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YM70	1.0
H0YMA5	153134.582485673	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMA5	1.0
H0YMC0	450.586734133113	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMC0	1.0
H0YMC2	1857.40741774512	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMC2	1.0
H0YMC9	36464.4769003343	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMC9	1.0
H0YMD2	623.891980060944	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMD2	2.0
H0YMG7	40897.9814048027	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMG7	1.0
H0YMH7	125256.011160179	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMH7	1.0
H0YMJ4	3897.93452161423	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMJ4	2.0
H0YMK5	63321.4107045804	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMK5	1.0
H0YMP5	2655.68997289207	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMP5	1.0
H0YMQ9	570.019293127441	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMQ9	2.0
H0YMT3	71038.060264272	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMT3	1.0
H0YMT9	1767.35143561266	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMT9	2.0
H0YMV8	229468.183811937	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMV8	2.0
H0YMZ1	5780.86961048907	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YMZ1	3.0
H0YN14	234019.913716274	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YN14	1.0
H0YN26	3567382.34752796	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YN26	1.0
H0YN40	745482.438820285	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YN40	2.0
H0YN42	18007241.9590916	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YN42	2.0
H0YN48	368.592297461942	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YN48	1.0
H0YN69	10001.418020804	False	False	False	False	False	False	False	False	False	False	False	False	False	Q6PKH6	4.0
H0YN81	712682.362392067	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YN81	1.0
H0YN88	9473467.68838159	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YN88	2.0
H0YN90	1925.94715686954	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YN90	1.0
H0YN99	22405.3294001595	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YN99	1.0
H0YNA1	457394.830880963	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNA1	1.0
H0YNA2	1482.79363053038	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNA2	2.0
H0YNA7	29105.7520305133	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNA7	1.0
H0YNB1	9333.06034367133	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNB1	1.0
H0YNC5	65674.9600482895	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNC5	3.0
H0YNE9	52904.2658988693	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNE9	1.0
H0YNF3	1685.39145140917	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNF3	1.0
H0YNG9	201697.452436046	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNG9	1.0
H0YNH8	22338.5783674284	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNH8	2.0
H0YNJ9	3685635.25465076	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNJ9	2.0
H0YNP7	5019.14918031978	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNP7	1.0
H0YNP8	781.850242859994	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNP8	1.0
H0YNQ8	164662.138069027	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNQ8	2.0
H0YNU7	1133.55913256046	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNU7	2.0
H0YNW5	8477.38381296756	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNW5	3.0
H0YNX5	147393.000767917	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNX5	2.0
H0YNX7	220790.549556894	False	False	False	False	False	False	False	False	False	False	False	False	False	H0YNX7	2.0
H1UBN3	62838.0411572176	False	False	False	False	False	False	False	False	False	False	False	False	False	H1UBN3	1.0
H3BLS9	1043.44523837347	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BLS9	1.0
H3BLU0	7414.54359258926	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BLU0	0.0
H3BLU7	380440.605771715	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BLU7	1.0
H3BLV0	433.10486883681	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BLV0	1.0
H3BLV9	238404.766038783	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BLV9	2.0
H3BLY8	7590.05277347708	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BLY8	2.0
H3BLZ8	48474.2780404424	False	False	False	False	False	False	False	False	False	False	False	False	False	Q92841	5.0
H3BM04	86695.7809592159	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BM04	1.0
H3BM24	514719.51514934	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BM24	1.0
H3BM60	5992.63150742914	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BM60	1.0
H3BM74	26577.8443857913	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BM74	2.0
H3BM86	1415.12189389954	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BM86	1.0
H3BM89	9793412.29354105	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BM89	2.0
H3BMC9	147082.447983377	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMC9	1.0
H3BMD2	216635.550310343	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMD2	1.0
H3BMD8	1840.02674362929	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMD8	2.0
H3BMH0	97915.4657667297	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMH0	1.0
H3BMI8	67700.5086277164	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMI8	1.0
H3BMJ2	960.754519378116	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMJ2	1.0
H3BMM5	57070.9821052244	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMM5	2.0
H3BMM9	1095867.81666488	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMM9	2.0
H3BMQ0	1454.18873120039	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMQ0	2.0
H3BMQ2	503718.953857974	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMQ2	1.0
H3BMR3	336005.133810538	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMR3	1.0
H3BMS7	77149.2323987927	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMS7	1.0
H3BMU0	17399.5773852636	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMU0	1.0
H3BMV3	1185061.00695214	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMV3	2.0
H3BMX5	48038.8768487804	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BMX5	2.0
H3BN55	71532.9386103817	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BN55	2.0
H3BN59	39251.3335657047	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BN59	2.0
H3BN72	2623430.67432009	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BN72	3.0
H3BN88	223702.27563982	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BN88	1.0
H3BN93	42659.0888746154	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BN93	2.0
H3BN98	261583.486714724	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BN98	2.0
H3BNB9	156071.605245659	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNB9	2.0
H3BND3	1007365.15430243	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BND3	2.0
H3BND8	328449.607433301	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BND8	2.0
H3BNG8	35020.1237064645	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNG8	1.0
H3BNI9	430026.265172055	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNI9	2.0
H3BNK3	983657.028884133	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNK3	1.0
H3BNM8	1405.26544488185	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNM8	3.0
H3BNN8	13195.8644556072	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNN8	1.0
H3BNP8	141844.414668835	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNP8	2.0
H3BNR5	846.99004376656	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNR5	1.0
H3BNT2	348.900742806264	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNT2	2.0
H3BNT7	1247150.97619082	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNT7	1.0
H3BNU3	1066.98073181055	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNU3	1.0
H3BNW0	316704.87831225	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNW0	1.0
H3BNX3	169374.991155818	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNX3	1.0
H3BNZ4	1202094.02909732	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BNZ4	1.0
H3BP15	304373.200455115	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BP15	3.0
H3BP20	235320.407974656	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BP20	4.0
H3BP21	440.263341657285	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BP21	2.0
H3BP28	91184.2124704458	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BP28	3.0
H3BP35	114759.986703149	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BP35	1.0
H3BP71	1443.54862680399	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BP71	3.0
H3BP73	115841.813785343	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BP73	1.0
H3BPA3	350517.09344116	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPA3	1.0
H3BPB3	210936.109371013	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPB3	1.0
H3BPD2	2567.78563237959	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPD2	1.0
H3BPE4	861376.04219999	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPE4	1.0
H3BPE7	793.706966864874	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPE7	2.0
H3BPF6	1687995.51218481	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPF6	2.0
H3BPH8	1836.97052267968	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPH8	1.0
H3BPK3	204511.353729625	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPK3	1.0
H3BPK7	929450.586786975	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPK7	3.0
H3BPP2	250265.881658004	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPP2	1.0
H3BPQ4	8438.25124111205	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPQ4	1.0
H3BPR2	384462.9309337	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPR2	2.0
H3BPS8	1709.68959782242	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPS8	2.0
H3BPS9	214282.32386561	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPS9	1.0
H3BPV0	12054.8912472761	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPV0	1.0
H3BPW9	194866.980379854	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPW9	1.0
H3BPZ6	2558.86419110141	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BPZ6	1.0
H3BQ07	66773.5489739322	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQ07	1.0
H3BQ30	410413.733822307	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQ30	1.0
H3BQ52	469466.918477145	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQ52	2.0
H3BQC4	129468.231501487	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQC4	1.0
H3BQF6	3930.00226287877	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQF6	1.0
H3BQK0	4978.88371643633	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQK0	2.0
H3BQK6	181096.702679376	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQK6	1.0
H3BQK9	37941.6322683254	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQK9	2.0
H3BQL7	140378.572713399	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQL7	2.0
H3BQM0	11977.7822956729	False	False	False	False	False	False	False	False	False	False	False	False	False	G4U4J3	2.0
H3BQN4	15204274.0243223	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQN4	2.0
H3BQP1	263315.560926109	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQP1	2.0
H3BQP6	42190.1053256856	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQP6	1.0
H3BQR2	352587.030778207	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQR2	1.0
H3BQS0	248026.121791061	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQS0	1.0
H3BQU9	110893.030324243	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQU9	2.0
H3BQV3	37037.0406868314	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQV3	2.0
H3BQY4	66233.1367875068	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQY4	2.0
H3BQZ7	1184082.75905867	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQZ7	1.0
H3BQZ9	904764.213475211	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BQZ9	1.0
H3BR28	597306.654955968	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BR28	0.0
H3BR35	17496.8267346736	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BR35	1.0
H3BR40	442.726224589088	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BR40	1.0
H3BR41	14028.0747924052	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BR41	2.0
H3BR76	2917.19276233071	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BR76	1.0
H3BR94	232316.281819423	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BR94	1.0
H3BRB0	470819.202329887	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRB0	1.0
H3BRB3	89515.4366521678	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRB3	3.0
H3BRD3	85798.09465697	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRD3	2.0
H3BRE7	2373171.84557217	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRE7	1.0
H3BRE8	14228.9033305359	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRE8	1.0
H3BRG4	2126653.37641693	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRG4	2.0
H3BRH4	89659.2966365024	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRH4	1.0
H3BRI5	86707.2897579627	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRI5	2.0
H3BRK3	7625.15460965465	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRK3	1.0
H3BRN3	3568.82094737131	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRN3	1.0
H3BRN8	792.208161732062	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRN8	2.0
H3BRQ4	4064044.55744365	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRQ4	1.0
H3BRR0	74028.4185233334	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRR0	1.0
H3BRR2	263856.474467206	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRR2	1.0
H3BRS6	147289.606360818	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRS6	1.0
H3BRV9	1102658.00792546	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRV9	1.0
H3BRX6	584687.443483938	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRX6	1.0
H3BRY3	12010.5823721011	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRY3	2.0
H3BRY5	19660.3398596854	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BRY5	1.0
H3BS05	3716.42129129829	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BS05	1.0
H3BS72	496570.139525726	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BS72	4.0
H3BS99	627.513737277618	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BS99	1.0
H3BSA6	736563.119791558	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSA6	1.0
H3BSB6	18505.5729448256	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSB6	1.0
H3BSC0	518851.17389942	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSC0	1.0
H3BSE1	104758.840592229	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSE1	1.0
H3BSH7	187765.305225607	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSH7	1.0
H3BSJ5	150552.35080552	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSJ5	2.0
H3BSK8	60472.9830147617	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSK8	1.0
H3BSK9	256.859667627155	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSK9	1.0
H3BSM5	116676.201694482	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSM5	1.0
H3BSN6	76785.9455709979	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSN6	1.0
H3BSS6	7087.69370818177	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSS6	1.0
H3BSV8	1365921.7792572	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSV8	1.0
H3BSW0	142743.630855855	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSW0	1.0
H3BSW6	33267.3336573356	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSW6	3.0
H3BSZ4	147615.770295395	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BSZ4	2.0
H3BT13	3064384.97699303	False	False	False	False	False	False	False	False	False	False	False	False	False	H3BT13	2.0
