"ensembl_id"
"ENSG00000000938"
"ENSG00000002726"
"ENSG00000003147"
"ENSG00000004799"
"ENSG00000004848"
"ENSG00000005175"
"ENSG00000005187"
"ENSG00000005381"
"ENSG00000005483"
"ENSG00000005700"
"ENSG00000005844"
"ENSG00000005961"
"ENSG00000006016"
"ENSG00000006459"
"ENSG00000006534"
"ENSG00000006652"
"ENSG00000006788"
"ENSG00000007047"
"ENSG00000007171"
"ENSG00000007237"
"ENSG00000007306"
"ENSG00000007384"
"ENSG00000007402"
"ENSG00000008394"
"ENSG00000008438"
"ENSG00000009724"
"ENSG00000009790"
"ENSG00000010404"
"ENSG00000010810"
"ENSG00000011021"
"ENSG00000011347"
"ENSG00000011426"
"ENSG00000011523"
"ENSG00000011638"
"ENSG00000012223"
"ENSG00000013297"
"ENSG00000013588"
"ENSG00000014919"
"ENSG00000015413"
"ENSG00000016602"
"ENSG00000016864"
"ENSG00000018189"
"ENSG00000018236"
"ENSG00000019102"
"ENSG00000019169"
"ENSG00000019991"
"ENSG00000021300"
"ENSG00000021574"
"ENSG00000021826"
"ENSG00000023171"
"ENSG00000025039"
"ENSG00000025423"
"ENSG00000025772"
"ENSG00000026652"
"ENSG00000027001"
"ENSG00000033327"
"ENSG00000042088"
"ENSG00000046653"
"ENSG00000048471"
"ENSG00000050165"
"ENSG00000051128"
"ENSG00000051523"
"ENSG00000052344"
"ENSG00000054179"
"ENSG00000057149"
"ENSG00000057294"
"ENSG00000058085"
"ENSG00000058091"
"ENSG00000058866"
"ENSG00000059804"
"ENSG00000060138"
"ENSG00000060982"
"ENSG00000064199"
"ENSG00000064787"
"ENSG00000064886"
"ENSG00000064989"
"ENSG00000064995"
"ENSG00000065320"
"ENSG00000065618"
"ENSG00000065675"
"ENSG00000065923"
"ENSG00000066136"
"ENSG00000066230"
"ENSG00000066248"
"ENSG00000066405"
"ENSG00000067048"
"ENSG00000067606"
"ENSG00000069122"
"ENSG00000069431"
"ENSG00000069943"
"ENSG00000070010"
"ENSG00000070214"
"ENSG00000070540"
"ENSG00000070669"
"ENSG00000070808"
"ENSG00000071242"
"ENSG00000071246"
"ENSG00000072080"
"ENSG00000072134"
"ENSG00000072274"
"ENSG00000072849"
"ENSG00000072954"
"ENSG00000073060"
"ENSG00000073282"
"ENSG00000073605"
"ENSG00000073614"
"ENSG00000073711"
"ENSG00000073849"
"ENSG00000074410"
"ENSG00000075643"
"ENSG00000076258"
"ENSG00000076716"
"ENSG00000076864"
"ENSG00000076984"
"ENSG00000077063"
"ENSG00000077327"
"ENSG00000077420"
"ENSG00000077943"
"ENSG00000078018"
"ENSG00000078053"
"ENSG00000078403"
"ENSG00000078487"
"ENSG00000078618"
"ENSG00000078814"
"ENSG00000079156"
"ENSG00000079385"
"ENSG00000079387"
"ENSG00000079435"
"ENSG00000079689"
"ENSG00000080493"
"ENSG00000080546"
"ENSG00000080822"
"ENSG00000081760"
"ENSG00000081803"
"ENSG00000083720"
"ENSG00000084090"
"ENSG00000084093"
"ENSG00000084110"
"ENSG00000084444"
"ENSG00000084674"
"ENSG00000084731"
"ENSG00000085265"
"ENSG00000085433"
"ENSG00000085563"
"ENSG00000085662"
"ENSG00000086015"
"ENSG00000086062"
"ENSG00000086300"
"ENSG00000086548"
"ENSG00000086619"
"ENSG00000086696"
"ENSG00000086967"
"ENSG00000087076"
"ENSG00000087237"
"ENSG00000087258"
"ENSG00000087448"
"ENSG00000087589"
"ENSG00000088386"
"ENSG00000088726"
"ENSG00000088926"
"ENSG00000089041"
"ENSG00000089127"
"ENSG00000089169"
"ENSG00000089199"
"ENSG00000089250"
"ENSG00000089639"
"ENSG00000089693"
"ENSG00000090266"
"ENSG00000090376"
"ENSG00000090432"
"ENSG00000090565"
"ENSG00000090581"
"ENSG00000090661"
"ENSG00000090975"
"ENSG00000091106"
"ENSG00000091129"
"ENSG00000091428"
"ENSG00000091986"
"ENSG00000092068"
"ENSG00000092295"
"ENSG00000092345"
"ENSG00000092439"
"ENSG00000092871"
"ENSG00000096717"
"ENSG00000099194"
"ENSG00000099204"
"ENSG00000099399"
"ENSG00000099821"
"ENSG00000099834"
"ENSG00000100003"
"ENSG00000100031"
"ENSG00000100055"
"ENSG00000100077"
"ENSG00000100099"
"ENSG00000100116"
"ENSG00000100167"
"ENSG00000100170"
"ENSG00000100246"
"ENSG00000100292"
"ENSG00000100387"
"ENSG00000100450"
"ENSG00000100473"
"ENSG00000100504"
"ENSG00000100577"
"ENSG00000100604"
"ENSG00000100628"
"ENSG00000100721"
"ENSG00000100867"
"ENSG00000100889"
"ENSG00000100890"
"ENSG00000100897"
"ENSG00000100985"
"ENSG00000101210"
"ENSG00000101213"
"ENSG00000101216"
"ENSG00000101247"
"ENSG00000101400"
"ENSG00000101407"
"ENSG00000101425"
"ENSG00000101445"
"ENSG00000101470"
"ENSG00000101493"
"ENSG00000101605"
"ENSG00000101680"
"ENSG00000101911"
"ENSG00000101986"
"ENSG00000102003"
"ENSG00000102038"
"ENSG00000102098"
"ENSG00000102181"
"ENSG00000102393"
"ENSG00000102755"
"ENSG00000102804"
"ENSG00000102837"
"ENSG00000102854"
"ENSG00000102886"
"ENSG00000102890"
"ENSG00000103034"
"ENSG00000103056"
"ENSG00000103064"
"ENSG00000103089"
"ENSG00000103196"
"ENSG00000103241"
"ENSG00000103257"
"ENSG00000103495"
"ENSG00000103569"
"ENSG00000103591"
"ENSG00000103647"
"ENSG00000103723"
"ENSG00000103740"
"ENSG00000103876"
"ENSG00000103994"
"ENSG00000104055"
"ENSG00000104219"
"ENSG00000104324"
"ENSG00000104361"
"ENSG00000104490"
"ENSG00000104537"
"ENSG00000104728"
"ENSG00000104760"
"ENSG00000104812"
"ENSG00000104833"
"ENSG00000104918"
"ENSG00000104960"
"ENSG00000104967"
"ENSG00000105048"
"ENSG00000105205"
"ENSG00000105255"
"ENSG00000105383"
"ENSG00000105388"
"ENSG00000105398"
"ENSG00000105409"
"ENSG00000105613"
"ENSG00000105617"
"ENSG00000105639"
"ENSG00000105784"
"ENSG00000105963"
"ENSG00000105993"
"ENSG00000106078"
"ENSG00000106089"
"ENSG00000106236"
"ENSG00000106278"
"ENSG00000106366"
"ENSG00000106560"
"ENSG00000106571"
"ENSG00000106603"
"ENSG00000106701"
"ENSG00000106780"
"ENSG00000106799"
"ENSG00000106803"
"ENSG00000106823"
"ENSG00000107130"
"ENSG00000107281"
"ENSG00000107295"
"ENSG00000107537"
"ENSG00000107738"
"ENSG00000107742"
"ENSG00000107863"
"ENSG00000107984"
"ENSG00000108018"
"ENSG00000108176"
"ENSG00000108187"
"ENSG00000108242"
"ENSG00000108244"
"ENSG00000108387"
"ENSG00000108405"
"ENSG00000108515"
"ENSG00000108576"
"ENSG00000108599"
"ENSG00000108602"
"ENSG00000108797"
"ENSG00000108799"
"ENSG00000108823"
"ENSG00000108839"
"ENSG00000108852"
"ENSG00000109063"
"ENSG00000109084"
"ENSG00000109107"
"ENSG00000109193"
"ENSG00000109452"
"ENSG00000109472"
"ENSG00000109572"
"ENSG00000109846"
"ENSG00000110013"
"ENSG00000110435"
"ENSG00000110717"
"ENSG00000110723"
"ENSG00000111052"
"ENSG00000111325"
"ENSG00000111341"
"ENSG00000111405"
"ENSG00000111666"
"ENSG00000111679"
"ENSG00000112159"
"ENSG00000112214"
"ENSG00000112276"
"ENSG00000112290"
"ENSG00000112294"
"ENSG00000112299"
"ENSG00000112303"
"ENSG00000112379"
"ENSG00000112394"
"ENSG00000112473"
"ENSG00000112562"
"ENSG00000112782"
"ENSG00000112796"
"ENSG00000112818"
"ENSG00000113083"
"ENSG00000113231"
"ENSG00000113327"
"ENSG00000113396"
"ENSG00000113594"
"ENSG00000113739"
"ENSG00000113805"
"ENSG00000113924"
"ENSG00000113966"
"ENSG00000114270"
"ENSG00000114279"
"ENSG00000114439"
"ENSG00000114455"
"ENSG00000114771"
"ENSG00000114790"
"ENSG00000114854"
"ENSG00000114923"
"ENSG00000115020"
"ENSG00000115107"
"ENSG00000115204"
"ENSG00000115255"
"ENSG00000115263"
"ENSG00000115386"
"ENSG00000115556"
"ENSG00000115593"
"ENSG00000115616"
"ENSG00000115641"
"ENSG00000115648"
"ENSG00000115652"
"ENSG00000115840"
"ENSG00000115902"
"ENSG00000116039"
"ENSG00000116106"
"ENSG00000116133"
"ENSG00000116141"
"ENSG00000116299"
"ENSG00000116661"
"ENSG00000116731"
"ENSG00000116761"
"ENSG00000116857"
